seconds_since_midnight,Water_FlowRate_gpm
11340,0.0
11400,0.0
11460,0.0
11520,0.0
11580,0.0
11640,0.0
11700,0.0
11760,0.0
11820,0.0
11880,0.0
11940,0.0
12000,0.0
12060,0.0
12120,0.0
12180,0.0
12240,0.0
12300,0.0
12360,0.0
12420,0.0
12480,0.0
12540,0.0
12600,0.0
12660,0.0
12720,0.0
12780,0.0
12840,0.0
12900,0.0
12960,0.0
13020,0.0
13080,0.0
13140,0.0
13200,0.0
13260,0.0
13320,0.0
13380,0.0
13440,0.0
13500,0.0
13560,0.0
13620,0.0
13680,0.0
13740,0.0
13800,0.0
13860,0.0
13920,0.0
13980,0.0
14040,0.0
14100,0.0
14160,0.0
14220,0.0
14280,0.0
14340,0.0
14400,0.0
14460,0.0
14520,0.0
14580,0.0
14640,0.0
14700,0.0
14760,0.0
14820,0.0
14880,0.0
14940,0.0
15000,0.0
15060,0.0
15120,0.0
15180,0.0
15240,0.0
15300,0.0
15360,0.0
15420,0.0
15480,0.0
15540,0.0
15600,0.0
15660,0.0
15720,0.0
15780,0.0
15840,0.0
15900,0.0
15960,0.0
16020,0.0
16080,0.0
16140,0.0
16200,0.0
16260,0.0
16320,0.0
16380,0.0
16440,0.0
16500,0.0
16560,0.0
16620,0.0
16680,0.0
16740,0.0
16800,0.0
16860,0.0
16920,0.0
16980,0.0
17040,0.0
17100,0.0
17160,0.0
17220,0.0
17280,0.0
17340,0.0
17400,0.0
17460,0.0
17520,0.0
17580,0.0
17640,0.0
17700,0.0
17760,0.0
17820,0.0
17880,0.0
17940,0.0
18000,0.0
18060,0.0
18120,0.0
18180,0.0
18240,0.0
18300,0.0
18360,0.0
18420,0.0
18480,0.0
18540,0.0
18600,0.0
18660,0.0
18720,0.0
18780,0.0
18840,0.0
18900,0.0
18960,0.0
19020,0.0
19080,0.0
19140,0.0
19200,0.0
19260,0.0
19320,0.0
19380,0.0
19440,0.0
19500,0.0
19560,0.0
19620,0.0
19680,0.0
19740,0.0
19800,0.0
19860,0.0
19920,0.0
19980,0.0
20040,0.0
20100,0.0
20160,0.0
20220,0.0
20280,0.0
20340,0.0
20400,0.0
20460,0.0
20520,0.0
20580,0.0
20640,0.0
20700,0.0
20760,0.0
20820,0.0
20880,0.0
20940,0.007688175391610351
21000,0.0
21060,0.0
21120,0.0
21180,0.0
21240,0.0
21300,0.0
21360,0.0
21420,0.0
21480,0.0
21540,0.0
21600,0.0
21660,0.0
21720,0.0
21780,0.0
21840,0.0
21900,0.0
21960,0.0
22020,0.0
22080,0.0
22140,0.0
22200,0.0
22260,0.0
22320,0.0
22380,0.0
22440,0.0
22500,0.0
22560,0.0
22620,0.0
22680,0.0
22740,0.0
22800,0.0
22860,0.0
22920,0.0
22980,0.0
23040,0.0
23100,0.0
23160,0.0
23220,0.0
23280,0.0
23340,0.0
23400,0.0
23460,0.0
23520,0.0
23580,0.0
23640,0.0
23700,0.0
23760,0.0
23820,0.0
23880,0.0
23940,0.0
24000,0.0
24060,0.0
24120,0.0
24180,0.0
24240,0.0
24300,0.0
24360,0.0
24420,0.0
24480,0.0
24540,0.0
24600,0.0
24660,0.0
24720,0.0
24780,0.0
24840,0.0
24900,0.0
24960,0.0
25020,0.0
25080,0.0
25140,0.0
25200,0.0
25260,0.0
25320,0.0
25380,0.0
25440,0.0
25500,0.0
25560,0.0
25620,0.0
25680,0.0
25740,0.0
25800,0.0
25860,0.0
25920,0.0
25980,0.0
26040,0.0
26100,0.0
26160,0.0
26220,0.0
26280,0.0
26340,0.0
26400,0.0
26460,0.0
26520,0.0
26580,0.0
26640,0.0
26700,0.0
26760,0.0
26820,0.0
26880,0.0
26940,0.0
27000,0.0
27060,0.0
27120,0.0
27180,0.0
27240,0.0
27300,0.0
27360,0.0
27420,0.0
27480,0.0
27540,0.0
27600,0.0
27660,0.0
27720,0.0
27780,0.0
27840,0.0
27900,0.0
27960,0.0
28020,0.4297592725234343
28080,0.4654752265578774
28140,0.3407126841269347
28200,0.23979321727756844
28260,0.0
28320,0.0
28380,0.0
28440,0.0
28500,0.0
28560,0.024135031609105913
28620,0.0
28680,0.0
28740,0.0
28800,0.0
28860,0.0
28920,0.0
28980,0.2740493911743639
29040,0.40650010899691685
29100,0.3798347918158886
29160,0.3574514963719597
29220,0.3644584410326679
29280,0.36007910061972526
29340,0.3620254741365887
29400,0.4542835788359129
29460,0.3705895176107875
29520,0.48853975273270833
29580,0.4144802404160568
29640,0.3639718476534521
29700,0.367961913363022
29760,0.3563809909376849
29820,0.36299866089502036
29880,0.3670860452804335
29940,0.3687404627697673
30000,0.21721528448195318
30060,0.0
30120,0.0
30180,0.0
30240,0.08622434679704773
30300,0.0
30360,0.08641898414873407
30420,0.3474276727601134
30480,0.3782776930023979
30540,0.24319937093207933
30600,0.249914359565258
30660,0.03746769019962007
30720,0.1452967830338513
30780,0.07065335866214069
30840,0.0
30900,0.0
30960,0.0
31020,0.12271885023823612
31080,0.12748746535455138
31140,0.0
31200,0.0
31260,0.06423032605649154
31320,0.14208526673102673
31380,0.0
31440,0.0
31500,0.0
31560,0.0
31620,0.0
31680,0.0
31740,0.0
31800,0.0
31860,0.0
31920,0.0
31980,0.0
32040,0.0
32100,0.0
32160,0.0
32220,0.0
32280,0.0
32340,0.0
32400,0.0
32460,0.0
32520,0.0
32580,0.0
32640,0.0
32700,0.0
32760,0.04194434928840584
32820,0.015084394755691195
32880,0.0
32940,0.0
33000,0.0
33060,0.0
33120,0.0
33180,0.07357291893743576
33240,0.0
33300,0.0
33360,0.0
33420,0.0
33480,0.0
33540,0.0
33600,0.0
33660,0.0
33720,0.007006944660708167
33780,0.0
33840,0.0
33900,0.09770795054654167
33960,0.21449036155834444
34020,0.0681230730902183
34080,0.0
34140,0.0
34200,0.0389274703372676
34260,0.039024789013110774
34320,0.04690760175640746
34380,0.05371990906542929
34440,0.00866136215004204
34500,0.0
34560,0.0
34620,0.0
34680,0.0
34740,0.0
34800,0.0
34860,0.0
34920,0.0
34980,0.0
35040,0.0
35100,0.009537230232630563
35160,0.0
35220,0.0
35280,0.0
35340,0.0
35400,0.0
35460,0.0
35520,0.0
35580,0.0
35640,0.0
35700,0.0
35760,0.0
35820,0.0
35880,0.0
35940,0.0
36000,0.0
36060,0.0
36120,0.0
36180,0.0
36240,0.25769985363271153
36300,0.3290344430257544
36360,0.0
36420,0.0
36480,0.152595683722089
36540,0.0
36600,0.0
36660,0.0
36720,0.0
36780,0.0
36840,0.07717370994363301
36900,0.0
36960,0.1057854006415247
37020,0.08641898414873407
37080,0.0
37140,0.0
37200,0.0
37260,0.0
37320,0.0
37380,0.0
37440,0.0
37500,0.0
37560,0.0
37620,0.0
37680,0.01722540562424091
37740,0.0
37800,0.0
37860,0.0
37920,0.0
37980,0.0
38040,0.0
38100,0.0
38160,0.0
38220,0.0
38280,0.0
38340,0.0
38400,0.0
38460,0.0
38520,0.0
38580,0.09702671981563948
38640,0.4295646351717479
38700,0.2747306219052661
38760,0.3133661362150042
38820,0.08009327021892808
38880,0.0
38940,0.0
39000,0.06199199651209864
39060,0.24203154682196132
39120,0.0404845691507583
39180,0.26762635856871475
39240,0.015181713431534363
39300,0.0
39360,0.0
39420,0.06140808445703964
39480,0.08992245647908816
39540,0.0
39600,0.0
39660,0.0
39720,0.0
39780,0.0
39840,0.0
39900,0.0
39960,0.0
40020,0.0
40080,0.0
40140,0.0
40200,0.0
40260,0.0
40320,0.0
40380,0.0
40440,0.0
40500,0.0
40560,0.0
40620,0.0
40680,0.0
40740,0.0
40800,0.0
40860,0.0
40920,0.0
40980,0.0
41040,0.16875058391205505
41100,0.0
41160,0.06870698514527732
41220,0.15716966148671796
41280,0.03698109682040422
41340,0.012456790507925633
41400,0.023940394257419572
41460,0.0
41520,0.0
41580,0.0
41640,0.0
41700,0.0
41760,0.0
41820,0.0
41880,0.0
41940,0.0
42000,0.0
42060,0.0
42120,0.0
42180,0.28524103889632835
42240,0.4936976425523964
42300,0.7217153000529413
42360,0.40095294447385627
42420,0.35453193609666467
42480,0.36844850674223784
42540,0.3483035408427019
42600,0.36533430911525644
42660,0.3694216935006695
42720,0.36358257295007934
42780,0.3590085951854505
42840,0.47073043505340845
42900,0.49603329077263236
42960,0.3895666594002055
43020,0.327088069508891
43080,0.0
43140,0.0
43200,0.0
43260,0.0
43320,0.0
43380,0.0
43440,0.0
43500,0.0
43560,0.0
43620,0.0
43680,0.0
43740,0.0
43800,0.05167621687272274
43860,0.036494503441188375
43920,0.0
43980,0.0
44040,0.0
44100,0.0
44160,0.0
44220,0.0
44280,0.0
44340,0.005449845847217454
44400,0.0
44460,0.0
44520,0.0
44580,0.0
44640,0.0
44700,0.0
44760,0.05060571143844788
44820,0.0
44880,0.0
44940,0.0
45000,0.0
45060,0.018003955030986264
45120,0.06315982062221669
45180,0.0
45240,0.0
45300,0.0
45360,0.0
45420,0.0
45480,0.011483603749493941
45540,0.0
45600,0.0
45660,0.0
45720,0.0
45780,0.0
45840,0.0
45900,0.0
45960,0.0
46020,0.0
46080,0.0
46140,0.0
46200,0.0
46260,0.0
46320,0.04515586559123041
46380,0.0
46440,0.0
46500,0.0
46560,0.0
46620,0.11726900439101866
46680,0.12563841051353117
46740,0.0
46800,0.07172386409641555
46860,0.0
46920,0.11396016941235088
46980,0.0
47040,0.0
47100,0.0
47160,0.05508237052723366
47220,0.0
47280,0.0073962193640808435
47340,0.22782302014885863
47400,0.05352527171374295
47460,0.0
47520,0.0
47580,0.0
47640,0.0
47700,0.09255006072685372
47760,0.0
47820,0.0
47880,0.0
47940,0.0
48000,0.0
48060,0.0
48120,0.0
48180,0.0
48240,0.0
48300,0.1299204322506306
48360,0.041263118557503656
48420,0.0
48480,0.02559481174675345
48540,0.03133661362150042
48600,0.0
48660,0.0
48720,0.0
48780,0.0
48840,0.0
48900,0.0
48960,0.0
49020,0.0
49080,0.0
49140,0.0
49200,0.0
49260,0.0
49320,0.0
49380,0.0
49440,0.0
49500,0.0
49560,0.0
49620,0.0
49680,0.0
49740,0.0
49800,0.0
49860,0.0
49920,0.0
49980,0.0
50040,0.0
50100,0.0
50160,0.0
50220,0.0
50280,0.0
50340,0.0
50400,0.0
50460,0.0
50520,0.0
50580,0.0
50640,0.0
50700,0.0
50760,0.0
50820,0.0
50880,0.0
50940,0.0
51000,0.0
51060,0.0
51120,0.0
51180,0.0
51240,0.24981704088941484
51300,0.0
51360,0.0
51420,0.0
51480,0.041263118557503656
51540,0.0
51600,0.0
51660,0.0
51720,0.0
51780,0.0
51840,0.0
51900,0.0
51960,0.0
52020,0.0
52080,0.0
52140,0.0
52200,0.0
52260,0.0
52320,0.0
52380,0.2547802933574164
52440,0.0
52500,0.12378935567251097
52560,0.47851592912086194
52620,0.23375945937529194
52680,0.1867545389430413
52740,0.0
52800,0.0
52860,0.0
52920,0.0
52980,0.0
53040,0.0
53100,0.0
53160,0.0
53220,0.0
53280,0.0
53340,0.0
53400,0.08525116003861603
53460,0.0
53520,0.009050636853414716
53580,0.0
53640,0.0
53700,0.0
53760,0.0
53820,0.0
53880,0.09877845598081655
53940,0.0
54000,0.0
54060,0.05673678801656752
54120,0.0
54180,0.0
54240,0.0
54300,0.0
54360,0.26499875432094916
54420,0.028611690697891684
54480,0.125541091837688
54540,0.23687365700227336
54600,0.0
54660,0.015181713431534363
54720,0.0
54780,0.0
54840,0.0
54900,0.0
54960,0.11687972968764596
55020,0.0
55080,0.37818037432655477
55140,0.0
55200,0.009926504936003238
55260,0.0
55320,0.0
55380,0.0
55440,0.0
55500,0.0
55560,0.10364438977297498
55620,0.0
55680,0.038343558282208576
55740,0.0
55800,0.0
55860,0.0
55920,0.0
55980,0.0
56040,0.0
56100,0.0
56160,0.0
56220,0.0
56280,0.0
56340,0.0
56400,0.0
56460,0.0
56520,0.0
56580,0.0
56640,0.0
56700,0.0
56760,0.0
56820,0.0
56880,0.0
56940,0.16339805674068075
57000,0.0
57060,0.0
57120,0.0
57180,0.0
57240,0.0
57300,0.0
57360,0.0
57420,0.0
57480,0.0
57540,0.0
57600,0.0
57660,0.0
57720,0.0
57780,0.0
57840,0.0
57900,0.0
57960,0.0
58020,0.0
58080,0.0
58140,0.0
58200,0.0
58260,0.0
58320,0.09264737940269688
58380,0.05041107408676154
58440,0.0
58500,0.0
58560,0.0
58620,0.0
58680,0.0
58740,0.0
58800,0.0
58860,0.0
58920,0.0
58980,0.0
59040,0.0
59100,0.07474074304755379
59160,0.06393837002896204
59220,0.0
59280,0.0
59340,0.017128086948397736
59400,0.004963252468001619
59460,0.0
59520,0.0
59580,0.0
59640,0.0
59700,0.0
59760,0.0
59820,0.0
59880,0.0
59940,0.0
60000,0.0
60060,0.0
60120,0.0
60180,0.0
60240,0.0
60300,0.0
60360,0.0
60420,0.0
60480,0.0
60540,0.0
60600,0.0
60660,0.0
60720,0.0
60780,0.0
60840,0.0
60900,0.0
60960,0.0
61020,0.0
61080,0.0
61140,0.0
61200,0.0
61260,0.0
61320,0.0
61380,0.0
61440,0.0
61500,0.0
61560,0.0
61620,0.0
61680,0.0
61740,0.0
61800,0.0
61860,0.0
61920,0.0
61980,0.0
62040,0.0
62100,0.0
62160,0.0
62220,0.0
62280,0.0
62340,0.0
62400,0.0
62460,0.0
62520,0.0
62580,0.0
62640,0.0
62700,0.0
62760,0.0
62820,0.0
62880,0.0
62940,0.0
63000,0.0
63060,0.0
63120,0.0
63180,0.0
63240,0.0
63300,0.0
63360,0.05011911805923203
63420,0.0
63480,0.0
63540,0.0
63600,0.0
63660,0.0
63720,0.0
63780,0.0
63840,0.0
63900,0.0
63960,0.0
64020,0.4181783500980972
64080,0.22295708635670017
64140,0.0
64200,0.0
64260,0.0
64320,0.0
64380,0.0
64440,0.0
64500,0.0
64560,0.0
64620,0.0
64680,0.0
64740,0.0
64800,0.0
64860,0.2047584939740276
64920,0.39890925228114976
64980,0.4041644607766809
65040,0.39122107688953933
65100,0.3965736040609137
65160,0.38304630811871315
65220,0.0
65280,0.006228395253962816
65340,0.0
65400,0.0
65460,0.0
65520,0.0
65580,0.0
65640,0.21624209772352151
65700,0.5451792220734327
65760,0.5577333312572015
65820,0.43851795334931953
65880,0.43832331599763313
65940,0.42275232786272615
66000,0.4362796238049266
66060,0.43754476659088776
66120,0.3286451683223817
66180,0.31171171872567033
66240,0.34392420042975924
66300,0.3399341347201893
66360,0.30081202703123533
66420,0.30947338918127737
66480,0.29779514808009716
66540,0.3035369499548441
66600,0.08048254492230075
66660,0.0
66720,0.0
66780,0.0
66840,0.0
66900,0.008272087446669366
66960,0.0
67020,0.0
67080,0.0
67140,0.0
67200,0.0
67260,0.0
67320,0.0
67380,0.0
67440,0.0
67500,0.0
67560,0.0
67620,0.0
67680,0.0
67740,0.0
67800,0.0
67860,0.0
67920,0.0
67980,0.0
68040,0.0
68100,0.0
68160,0.0
68220,0.0
68280,0.0
68340,0.0
68400,0.0
68460,0.0
68520,0.0
68580,0.0
68640,0.0
68700,0.0
68760,0.0
68820,0.0
68880,0.0
68940,0.0
69000,0.0
69060,0.0
69120,0.0
69180,0.0
69240,0.0
69300,0.0
69360,0.0
69420,0.0
69480,0.0
69540,0.0
69600,0.11882610320450936
69660,0.0
69720,0.0
69780,0.0
69840,0.0
69900,0.0
69960,0.0
70020,0.11999392731462738
70080,0.0
70140,0.0
70200,0.0
70260,0.0
70320,0.28952306063342775
70380,0.424990657407119
70440,0.3996878016878951
70500,0.032796393759147946
70560,0.030460745538911885
70620,0.1597972657344835
70680,0.26412288623836067
70740,0.2561427548192208
70800,0.2553642054124754
70860,0.27074055619569615
70920,0.0674418423593161
70980,0.0
71040,0.0
71100,0.07804957802622155
71160,0.25419638130235744
71220,0.0
71280,0.2646094796175765
71340,0.03445081124848182
71400,0.0
71460,0.03386689919342281
71520,0.010802373018591759
71580,0.11619849895674378
71640,0.13634346485627977
71700,0.0
71760,0.0
71820,0.0
71880,0.0
71940,0.0
72000,0.0
72060,0.0
72120,0.0
72180,0.03104465759397091
72240,0.0
72300,0.03785696490299274
72360,0.06423032605649154
72420,0.053622590389586125
72480,0.0
72540,0.0
72600,0.023940394257419572
72660,0.0
72720,0.0
72780,0.0
72840,0.0
72900,0.06539815016660958
72960,0.0
73020,0.0
73080,0.044182678832798715
73140,0.0
73200,0.0
73260,0.0
73320,0.0
73380,0.0
73440,0.0
73500,0.0678311170626888
73560,0.0
73620,0.0
73680,0.0
73740,0.0
73800,0.0
73860,0.06705256765594345
73920,0.0
73980,0.0
74040,0.0
74100,0.0
74160,0.0
74220,0.0
74280,0.0
74340,0.0
74400,0.0
74460,0.0
74520,0.0
74580,0.0
74640,0.0
74700,0.0
74760,0.0
74820,0.0
74880,0.05459577714801781
74940,0.010510416991062251
75000,0.034937404627697656
75060,0.03503472330354084
75120,0.016836130920868237
75180,0.0
75240,0.0
75300,0.0
75360,0.0
75420,0.0
75480,0.0
75540,0.0
75600,0.04496122823954407
75660,0.0875868082588521
75720,0.04262558001930801
75780,0.01372193329388683
75840,0.01956105384447697
75900,0.0
75960,0.005157889819687957
76020,0.0
76080,0.0
76140,0.0
76200,0.0
76260,0.013332658590514143
76320,0.0
76380,0.0
76440,0.013429977266357323
76500,0.0
76560,0.0
76620,0.017809317679299927
76680,0.0
76740,0.0
76800,0.0
76860,0.0
76920,0.0
76980,0.0
77040,0.0
77100,0.0
77160,0.0
77220,0.0
77280,0.0
77340,0.0
77400,0.0
77460,0.02033960325122232
77520,0.0073962193640808435
77580,0.0
77640,0.0
77700,0.0
77760,0.0
77820,0.0
77880,0.0
77940,0.0
78000,0.0
78060,0.0
78120,0.0
78180,0.043793404129426054
78240,0.0
78300,0.0
78360,0.0
78420,0.09216078602348104
78480,0.10432562050387717
78540,0.037759646227149564
78600,0.0
78660,0.05878048020927407
78720,0.11522531219831209
78780,0.0
78840,0.0
78900,0.0
78960,0.0
79020,0.0
79080,0.0
79140,0.0
79200,0.0
79260,0.0
79320,0.0
79380,0.0
79440,0.0
79500,0.0
79560,0.0
79620,0.0
79680,0.0
79740,0.0
79800,0.0
79860,0.0
79920,0.0
79980,0.0
80040,0.0
80100,0.0
80160,0.0
80220,0.0
80280,0.08486188533524336
80340,0.061116128429510135
80400,0.0
80460,0.015181713431534363
80520,0.022188658092242533
80580,0.0
80640,0.0
80700,0.0
80760,0.0
80820,0.0
80880,0.0
80940,0.4926271371181215
81000,0.2380414811123914
81060,0.2966273239699791
81120,0.0
81180,0.054303821120488295
81240,0.2502063155927875
81300,0.2892311046058983
81360,0.22266513032917065
81420,0.24456183239388368
81480,0.3992012083086793
81540,0.12836333343713993
81600,0.0
81660,0.0916741926442652
81720,0.08875463236897013
81780,0.3640691663292952
81840,0.11288966397807604
81900,0.0
81960,0.05829388683005823
82020,0.0
82080,0.0
82140,0.0
82200,0.0
82260,0.0
82320,0.0
82380,0.013138021238827817
82440,0.055179689203076816
82500,0.2794019183457382
82560,0.3587166391579209
82620,0.09984896141509139
82680,0.09644280776058048
82740,0.38275435209118364
82800,0.16252218865809223
82860,0.0
82920,0.09118759926504935
82980,0.0
83040,0.0
83100,0.016252218865809215
83160,0.06277054591884401
83220,0.029682196132166546
83280,0.04272289869515119
83340,0.0
83400,0.0
83460,0.1011141042010526
83520,0.2087485596835975
83580,0.05157889819687957
83640,0.0
83700,0.0
83760,0.0
83820,0.041165799881660484
83880,0.11347357603313504
83940,0.008369406122512534
84000,0.0
84060,0.04924324997664351
84120,0.06822039176606147
84180,0.0667606116284139
84240,0.04982716203170253
84300,0.0
84360,0.18685185761888448
84420,0.12164834480396125
84480,0.16398196879573976
84540,0.2391119865466662
84600,0.04515586559123041
84660,0.0
84720,0.0
84780,0.0
84840,0.0
84900,0.0
84960,0.0
85020,0.0
85080,0.0
85140,0.0
85200,0.0
85260,0.0
85320,0.0
85380,0.0
85440,0.0
85500,0.0
85560,0.0
85620,0.0
85680,0.0
85740,0.02228597676808569
85800,0.0
85860,0.0
85920,0.0
85980,0.0
86040,0.0
86100,0.0
86160,0.0
86220,0.0
86280,0.0
86340,0.0
86400,0.0
